Ancestry,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
Caribbean,358.384600750979,68.0344998399119,-5.44730311675835,5.1346741012582,-0.448694104951585,-0.364345512484419,-2.25559003458816,-0.384861606650137,-0.181370054945464,2.24001814383716,-2.72996635821569,-3.30746715576947,-0.842010670724277,0.831412359007098,2.71806362694478,-1.10302549407253
China,157.35987448109,-272.425743014117,-132.633523175683,-14.9817608903544,1.68144938992539,-8.18703585907125,1.38237241507112,5.99274168341958,0.494609681371126,5.74369465046895,-0.770696989653751,1.6078333618663,-4.7864168559878,-0.255308742551466,0.113284431424085,-0.363916436948525
India,66.5196354897837,-99.9205020594186,73.2135689054836,12.7192409574793,0.199028346159573,3.5626432680942,1.15320849537329,4.39287212034066,1.60417074779572,14.5960000073176,-1.81380774251794,4.41519120378219,1.50302955637931,-1.32333816678444,0.771255329745737,-0.509589901620783
Iran,36.8061457404425,-36.7203020507624,47.9038491589685,-48.6346479754715,7.79225001148562,7.83070749880618,26.7294965682608,21.1572939343734,4.63229678248507,23.9647521426477,-2.6172937470608,-1.08374609876193,0.299753668714858,1.20271250310044,-1.45386012601814,0.651435927019845
Italy,5.10321454720156,-2.33613432687,13.2548815019917,-35.0576257917453,3.37068003790433,1.54264582626197,9.56517835269769,5.69895825087906,-1.05195387857629,-4.608776506292,-2.24533035698185,-7.66314774661865,-1.85944623473732,0.734037036678807,-2.48235313753179,0.980110301037409
Nigeria,402.434516867654,77.2048023384202,-6.01956163862658,6.27390818375985,-0.688113125008403,-0.935623403940711,-3.02882572266022,-0.226023246852439,-0.235816830828627,3.40539229141245,-3.69656624774558,-5.43151638749886,-1.49542109232965,1.55211916389894,6.04692931798617,-2.01000706185741
Poland,-7.95913043957949,-2.35031410764529,0.837302928931277,-4.03898837014955,-6.85433565412496,16.9903183937293,-23.4528664707328,28.276816085724,-3.64964829472192,-5.98417470668938,5.48163075728198,-1.77094148199728,0.110159912420873,0.597240375679052,0.357340079095917,0.124698386394196
United Kingdom,-12.18023374377,3.71986821084421,-1.5057421487667,0.956414099643451,-1.32106999534856,-0.305439440550077,0.254744268831405,-0.376211477098827,0.238519227464997,0.018441330976813,-0.281428182745,0.206410705231716,0.0193499630931579,-0.0790569099648902,0.00188962896867369,-0.108132358023318
Ashkenazi Jewish,20.9739546693973,-11.4341656011295,28.1040767857325,-85.6976204805128,16.3211859722377,-8.62497185585874,-28.3339726063373,-18.400229766216,0.127012311278296,3.00741482315339,0.384465030376849,3.03032525906422,0.654442583800136,-0.225132565608239,0.0971148832455303,-0.061088005330329
